Report,Timeframe,Period,Prior Year Week Ending,Current Year Week Ending,Geography,Variety,Volume Prior Year,Volume Current Year,Volume Variance,Price per Volume Prior Year,Price per Volume Current Year,Price per Volume Variance,Units Prior Year,Units Current Year,Unit Variance,Price per Unit Prior Year,Price per Unit Current Year,Price per Unit Variance,Dollars Prior Year,Dollars Current Year,Dollar Variance
Produce,Last 04 Wks,3.0,2020/03/29,2021/03/28,Total U.S.,Mangoes,22881104.69,25048479.85,0.0947,1.6642,1.577,-0.0524,21310841.61,22017594.79,0.0332,1.7868,1.7941,0.0041,38079217.84,39502479.79,0.0374
Produce,Last 04 Wks,3.0,2020/03/29,2021/03/28,Total U.S.,Melons,129480444.2,121024743.7,-0.0653,0.9818,1.1673,0.1889,36056703.2,36946279.18,0.0247,3.5255,3.8236,0.0845,127117798.2,141266627.6,0.1113
Produce,Last 04 Wks,3.0,2020/03/29,2021/03/28,Total U.S.,Nectarines,5043699.237,5320781.596,0.0549,2.1607,2.1006,-0.0278,3474625.524,3569134.858,0.0272,3.1364,3.1316,-0.0015,10897855.7,11176927.99,0.0256
Produce,Last 04 Wks,3.0,2020/03/29,2021/03/28,Total U.S.,Oranges,144503955.9,103785820.0,-0.2818,1.0816,1.1889,0.0992,49918929.62,37424118.46,-0.2503,3.1309,3.2971,0.0531,156289695.5,123389900.5,-0.2105
Produce,Last 04 Wks,3.0,2020/03/29,2021/03/28,Total U.S.,Other,2564521.052,2610612.217,0.018,3.423,3.9327,0.1489,2371489.765,2583971.915,0.0896,3.7016,3.9733,0.0734,8778335.97,10266823.96,0.1696
Produce,Last 04 Wks,3.0,2020/03/29,2021/03/28,Total U.S.,Papaya,7439758.046,7707005.631,0.0359,1.1926,1.2663,0.0618,3137840.243,3402525.283,0.0844,2.8276,2.8683,0.0144,8872424.719,9759353.521,0.1
Produce,Last 04 Wks,3.0,2020/03/29,2021/03/28,Total U.S.,Peaches,4454488.359,5280060.54,0.1853,2.3444,2.3963,0.0221,3164134.198,3788601.675,0.1974,3.3005,3.3397,0.0119,10443192.93,12652684.44,0.2116
Produce,Last 04 Wks,3.0,2020/03/29,2021/03/28,Total U.S.,Pears,21709051.67,23298056.92,0.0732,1.68,1.6848,0.0028,12610440.49,12911215.45,0.0239,2.8922,3.0401,0.0511,36472229.09,39251691.41,0.0762
Produce,Last 04 Wks,3.0,2020/03/29,2021/03/28,Total U.S.,Pineapple,78624024.14,62416693.08,-0.2061,0.7975,1.1311,0.4183,25987046.53,23422934.69,-0.0987,2.4129,3.0141,0.2492,62704974.31,70599729.23,0.1259
Produce,Last 04 Wks,3.0,2020/03/29,2021/03/28,Total U.S.,Plums,6077907.949,6557772.909,0.079,2.2626,2.223,-0.0175,4618324.932,4984204.299,0.0792,2.9777,2.9248,-0.0177,13751851.44,14577970.71,0.0601
