Report,Timeframe,Period,Prior Year Week Ending,Current Year Week Ending,Geography,Variety,Volume Prior Year,Volume Current Year,Volume Variance,Price per Volume Prior Year,Price per Volume Current Year,Price per Volume Variance,Units Prior Year,Units Current Year,Unit Variance,Price per Unit Prior Year,Price per Unit Current Year,Price per Unit Variance,Dollars Prior Year,Dollars Current Year,Dollar Variance
Produce,Last 04 Wks,12,2020/12/06,2021/12/05,Total U.S.,Pomegranates,15520227.88,14414343.88,-0.0713,2.2945,2.7203,0.1856,15282427.41,14368926.4,-0.0598,2.3302,2.7289,0.1711,35611396.57,39211004.54,0.1011
Produce,Last 04 Wks,12,2020/12/06,2021/12/05,Total U.S.,Tangelos,34705.4241,38306.9289,0.1038,2.2125,2.2419,0.0133,22346.8698,26337.0905,0.1786,3.4361,3.2608,-0.051,76786.605,85878.805,0.1184
Produce,Last 04 Wks,12,2020/12/06,2021/12/05,Total U.S.,Tangerines,113075224,106394083,-0.0591,1.3191,1.4878,0.1279,35673209.1,33488026.18,-0.0613,4.1812,4.7267,0.1305,149156980.5,158288636.9,0.0612
Produce,Last 04 Wks,12,2020/12/06,2021/12/05,Total U.S.,Variety,12281757.2,15052936.51,0.2256,4.1169,4.4885,0.0903,9946692.648,12633398.5,0.2701,5.0834,5.3482,0.0521,50563313,67565750.77,0.3363
Produce,Last 04 Wks,13,2021/01/03,2022/01/02,Total U.S.,Total Store with Perimeter,0,0,0,0,0,0,20815932154,20634766836,-0.0087,3.6585,4.0048,0.0947,76154810322,82637538471,0.0851
Produce,Last 04 Wks,13,2021/01/03,2022/01/02,Total U.S.,Produce Department,3182326385,3103230421,-0.0249,1.634,1.7976,0.1001,2313973900,2276485746,-0.0162,2.2472,2.4504,0.0904,5199861977,5578222270,0.0728
Produce,Last 04 Wks,13,2021/01/03,2022/01/02,Total U.S.,Vegetable Aisle,1652460868,1588419125,-0.0388,1.7089,1.8123,0.0605,1336518703,1289644725,-0.0351,2.1129,2.2321,0.0564,2823915069,2878616065,0.0194
Produce,Last 04 Wks,13,2021/01/03,2022/01/02,Total U.S.,Fruit Aisle,1498344145,1484068384,-0.0095,1.5092,1.7352,0.1497,916110208.6,924238799.6,0.0089,2.4684,2.7862,0.1288,2261291578,2575122507,0.1388
Produce,Last 04 Wks,13,2021/01/03,2022/01/02,Total U.S.,Blackberries,8123015.34,9759012.092,0.2014,6.2514,6.4101,0.0254,18343623.4,21366112.57,0.1648,2.7683,2.9278,0.0576,50780547.88,62556044.29,0.2319
Produce,Last 04 Wks,13,2021/01/03,2022/01/02,Total U.S.,Blueberries,34104112.23,37096286.21,0.0877,4.6808,4.6982,0.0037,45349000.44,47567315.75,0.0489,3.5201,3.664,0.0409,159633775.3,174284583.9,0.0918
Produce,Last 04 Wks,13,2021/01/03,2022/01/02,Total U.S.,Raspberries,13324814.43,12820231.59,-0.0379,6.5388,7.6341,0.1675,30794962.02,29201599.34,-0.0517,2.8293,3.3516,0.1846,87128402.56,97871291.87,0.1233
Produce,Last 04 Wks,13,2021/01/03,2022/01/02,Total U.S.,Strawberries,54070482.25,63432060.42,0.1731,3.8948,4.2768,0.0981,49167024.3,56793287.21,0.1551,4.2832,4.7767,0.1152,210591902.8,271285936,0.2882
Produce,Last 04 Wks,13,2021/01/03,2022/01/02,Total U.S.,Apples,198281825.9,192299738.4,-0.0302,1.6387,1.8377,0.1215,93428903.1,91524085.36,-0.0204,3.4777,3.8612,0.1103,324916830.5,353388639.1,0.0876
Produce,Last 04 Wks,13,2021/01/03,2022/01/02,Total U.S.,Apricots,113782.6661,77807.1591,-0.3162,4.2031,4.592,0.0925,137145.3472,101466.5166,-0.2602,3.4871,3.5213,0.0098,478240.5128,357291.527,-0.2529
Produce,Last 04 Wks,13,2021/01/03,2022/01/02,Total U.S.,Avocados,83744828.75,77269050.4,-0.0773,1.9329,2.407,0.2453,104274953.5,94953745.22,-0.0894,1.5523,1.9587,0.2618,161867372.2,185985239.6,0.149
Produce,Last 04 Wks,13,2021/01/03,2022/01/02,Total U.S.,Bananas,438596043.4,425009302.5,-0.031,0.536,0.571,0.0654,223659134.4,224477970,0.0037,1.0511,1.0811,0.0286,235079780.4,242684300.8,0.0323
Produce,Last 04 Wks,13,2021/01/03,2022/01/02,Total U.S.,Cherries,2580240.079,3196464.746,0.2388,5.3866,5.7094,0.0599,2132721.28,2662011.62,0.2482,6.5169,6.8556,0.052,13898725.16,18249742.81,0.3131
Produce,Last 04 Wks,13,2021/01/03,2022/01/02,Total U.S.,Coconuts,734888.4747,762876.3719,0.0381,2.0271,2.1925,0.0816,603390.2298,626742.4618,0.0387,2.4689,2.6687,0.081,1489688.637,1672613.744,0.1228
Produce,Last 04 Wks,13,2021/01/03,2022/01/02,Total U.S.,Dates,6589.9595,8853.8285,0.3435,8.0269,7.9677,-0.0074,10357.4787,14058.4856,0.3573,5.1072,5.0179,-0.0175,52897.2328,70544.6955,0.3336
Produce,Last 04 Wks,13,2021/01/03,2022/01/02,Total U.S.,Grapefruit,15957529.35,13417873.12,-0.1592,1.2308,1.445,0.174,6517355.02,5226611.217,-0.198,3.0136,3.7098,0.231,19640858.14,19389423.84,-0.0128
Produce,Last 04 Wks,13,2021/01/03,2022/01/02,Total U.S.,Grapes,137737010.4,128916032.5,-0.064,1.8074,2.1413,0.1847,73695107.78,70117114.97,-0.0486,3.378,3.937,0.1655,248945570.9,276049636.2,0.1089
Produce,Last 04 Wks,13,2021/01/03,2022/01/02,Total U.S.,Kiwi,6644329.922,7158776.763,0.0774,2.3042,2.7096,0.1759,5671060.048,5948880.17,0.049,2.6997,3.2607,0.2078,15310186.1,19397779.22,0.267
